instrument family,instrument,technique original,modulation technique,file_name,subset,label
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-E6-mf.wav,validation,1
Strings,Viola,tremolo,tremolo,Va-trem-G5-mf-3c.wav,training,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-C#5-mf.wav,training,1
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-E2-mf-4c.wav,training,2
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-E4-mf.wav,training,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A#3-pp-4c.wav,training,2
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-C6-mf-1c.wav,training,1
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-C#2-mf.wav,test,4
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-G4-mf.wav,training,1
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-E4-mf.wav,validation,4
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-F#4-mf-4c.wav,training,1
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-D6-mf-1c.wav,validation,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-G#3-ff-1c.wav,test,2
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-C3-mf.wav,training,1
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-G#5-mf.wav,training,4
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-G#5-mf-1c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-G#4-ff.wav,validation,4
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-A#3-f.wav,training,4
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-A#3-mf-1c.wav,training,1
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-F4-mf.wav,training,0
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-G#4-pp.wav,test,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-G#5-mf.wav,validation,0
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-G#4-f.wav,training,4
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-E4-mf-2c.wav,validation,2
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-D5-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-G3-mf-2c.wav,training,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-C#5-mf-2c.wav,test,2
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-C2-mf-4c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-C4-ff-4c.wav,validation,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-A#4-ff.wav,test,4
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-G3-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-A#3-mf-4c.wav,validation,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-F#3-mf.wav,test,4
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-G#2-mf-1c.wav,validation,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-D4-mf.wav,training,4
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-E3-mf-1c.wav,test,2
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-E5-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-G3-pp-3c.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-G#2-mf.wav,validation,4
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-F2-mf-2c.wav,training,1
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-E5-mf.wav,training,4
Strings,Contrabass,ordinario-to-tremolo,tremolo,Cb-ord_trem-E3-mf.wav,validation,2
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-C#5-mf-2c.wav,training,1
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-G3-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-A#3-mf-4c.wav,training,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-G#4-mf-2c.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A#5-mf-1c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-G#3-pp-4c.wav,training,2
Trumpets,Trumpet-C,trill-major-second-up,trill,TpC-trill-maj2-G4-mf.wav,test,1
Strings,Viola,tremolo,tremolo,Va-trem-D3-pp-4c.wav,training,2
Trombones,Tenor-Trombone-straight,flatterzunge,flatterzunge,TTbn+S-flatt-C#4-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-D4-pp-2c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-D#4-mf-3c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-F#2-pp-4c.wav,validation,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A4-p.wav,training,3
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-D#5-mf-3c.wav,training,1
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-D3-mf-1c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-G#3-mf-3c.wav,test,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-E4-pp-2c.wav,training,2
Tubas,Bass-Tuba,trill-major-second-up,trill,BBTb-trill-maj2-G#3-mf.wav,validation,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-A#2-ff-3c.wav,training,2
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-G4-mf.wav,test,4
Strings,Viola,tremolo,tremolo,Va-trem-A3-pp-3c.wav,training,2
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-A#4-mf.wav,training,1
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-B3-mf.wav,training,2
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-G2-mf.wav,test,4
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-E6-mf-1c.wav,training,1
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-E3-mf-4c.wav,validation,2
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-A2-mf.wav,test,4
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-E3-mf.wav,training,3
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-B4-mf.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-A#6-pp-1c.wav,training,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-C#4-mf.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-D3-ff-4c.wav,training,2
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-A#2-mf.wav,test,4
Strings,Violin,tremolo,tremolo,Vn-trem-E6-ff-2c.wav,test,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C5-ff.wav,training,4
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-D#4-pp.wav,training,4
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-D5-mf.wav,training,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C3-mf.wav,training,4
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-F#6-mf.wav,training,1
Strings,Violin,tremolo,tremolo,Vn-trem-F6-pp-1c.wav,training,2
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-D#4-mf-3c.wav,training,1
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-B3-mf.wav,training,4
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-G#6-mf-1c.wav,training,2
Horns,Horn,trill-minor-second-up,trill,Hn-trill-min2-E4-mf.wav,test,1
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-C5-mf-2c.wav,training,2
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-E7-mf-2c.wav,training,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-G#4-mf.wav,test,0
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-G#2-mf.wav,training,0
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-A#5-mf.wav,training,4
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-A#4-mf.wav,training,4
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-C5-mf.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-A5-mf-2c.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-C#3-mf.wav,test,0
Strings,Violin,ordinario-to-tremolo,tremolo,Vn-ord_trem-A#5-mf-1c.wav,validation,2
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-D2-mf.wav,test,1
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-B6-mf-1c.wav,training,2
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-B4-mf.wav,test,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-G#4-ff.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-D5-mf-2c.wav,validation,2
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-A4-pp.wav,test,4
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-C#3-mf.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-D2-ff-4c.wav,training,2
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-A4-mf.wav,training,2
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-C2-mf.wav,test,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-D#4-mf.wav,training,0
Strings,Contrabass,tremolo,tremolo,Cb-trem-C2-ff-4c.wav,training,2
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-F4-mf.wav,training,4
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-D3-mf.wav,training,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-G5-mf-3c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-C7-ff.wav,training,4
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-F#1-mf-4c.wav,validation,1
Strings,Viola,ordinario-to-tremolo,tremolo,Va-ord_trem-G5-mf-1c.wav,validation,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C#6-pp.wav,validation,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-C3-ff-1c.wav,training,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-D5-mf-2c.wav,training,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-D4-mf.wav,training,1
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-A#5-ff.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G#6-pp-2c.wav,test,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-F#6-mf-1c.wav,training,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-F2-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-E4-mf-3c.wav,test,2
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-F#4-mf.wav,training,1
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-B4-mf.wav,training,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-D#4-mf-2c.wav,validation,1
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-B4-mf.wav,training,4
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-F2-mf-2c.wav,training,1
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-G4-mf.wav,training,4
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-D5-mf.wav,training,1
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F#4-pp.wav,validation,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-G#4-mf-1c.wav,test,2
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-G2-mf-2c.wav,test,1
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-C#6-pp.wav,test,4
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-A#3-mf-3c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-A3-ff-4c.wav,test,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-C4-mf.wav,training,1
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-D#7-mf-2c.wav,training,2
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-C#2-mf-4c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-D1-mf.wav,training,3
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-G4-mf-3c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-D#4-pp-2c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-D4-mf-1c.wav,training,2
Tubas,Bass-Tuba,ordinario-to-flatterzunge,flatterzunge,BBTb-ord_flatt-A1-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-D4-mf-4c.wav,training,2
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-D#3-mf.wav,training,1
Saxophones,Alto-Sax,ordinario-to-flatterzunge,flatterzunge,ASax-ord_flatt-G#4-mf.wav,training,4
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-D#3-mf.wav,training,2
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-A4-mf.wav,training,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C4-mf-1c.wav,training,2
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-F3-mf.wav,test,4
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A5-mf-2c.wav,training,2
Flutes,Flute,ordinario-to-flatterzunge,flatterzunge,Fl-ord_flatt-G4-mf.wav,test,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-A6-mf.wav,validation,0
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-G4-f.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-F#5-pp-1c.wav,training,2
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-D4-mf-2c.wav,validation,1
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-F5-mf-1c.wav,training,2
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-D3-f.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-D#2-ff-2c.wav,validation,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-F2-ff-4c.wav,validation,2
Oboes,Oboe,double-trill-major-second-up,trill,Ob-dbl-trill-maj2-A5-mf.wav,training,1
Strings,Violin,tremolo,tremolo,Vn-trem-A#5-mf-1c.wav,validation,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-G3-mf-4c.wav,test,2
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-F#4-mf.wav,validation,1
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-E6-mf-4c.wav,test,2
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-D4-mf.wav,training,4
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-C#4-mf.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-D#2-pp-4c.wav,training,2
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-D4-f.wav,validation,4
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-F#5-mf-1c.wav,training,2
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-C#4-mf.wav,training,4
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-C2-mf-4c.wav,training,1
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-D5-mf-1c.wav,training,2
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-G2-mf-3c.wav,test,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-A#3-pp.wav,training,4
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-E4-mf-3c.wav,validation,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-B3-mf.wav,test,2
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-G#5-mf-1c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-G5-ff.wav,training,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-F#5-mf-1c.wav,test,2
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-F#3-mf.wav,test,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-A#3-mf.wav,training,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-A#4-mf-2c.wav,training,1
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-C#4-mf-4c.wav,validation,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-C4-mf-1c.wav,training,2
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-G4-ff.wav,test,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-G2-ff-4c.wav,training,2
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-A2-mf.wav,training,1
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-F6-pp.wav,test,4
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-G#5-pp.wav,training,4
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-B2-mf.wav,training,3
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G5-p.wav,validation,3
Strings,Viola,tremolo,tremolo,Va-trem-F#5-ff-1c.wav,test,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-D4-p.wav,validation,3
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-A#5-f.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-B2-pp-2c.wav,validation,2
Strings,Violin,tremolo,tremolo,Vn-trem-A#4-mf-3c.wav,test,2
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-B6-mf.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-B4-ff-1c.wav,training,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-D#4-mf-4c.wav,training,1
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-C5-mf-1c.wav,training,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-C5-mf.wav,training,0
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-C#4-mf.wav,training,4
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-A#4-mf.wav,test,1
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-F#4-mf.wav,training,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A#5-ff.wav,training,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F3-pp.wav,training,4
Oboes,Oboe,trill-major-second-up,trill,Ob-trill-maj2-D#4-mf.wav,training,1
Trumpets,Trumpet-C,flatterzunge-to-ordinario,flatterzunge,TpC-flatt_ord-D4-f.wav,training,4
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-C6-mf-3c.wav,training,2
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-G2-mf.wav,training,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-F#2-pp.wav,training,4
Oboes,Oboe,double-trill-minor-second-up,trill,Ob-dbl-trill-min2-C5-mf.wav,test,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A#3-mf-4c.wav,training,2
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-D5-mf.wav,test,1
Strings,Viola,tremolo,tremolo,Va-trem-A#4-ff-4c.wav,validation,2
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-G3-f.wav,test,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-G2-pp-4c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-G#3-mf-4c.wav,test,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G#3-p.wav,validation,3
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-C#5-mf-2c.wav,training,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-A5-ff-2c.wav,validation,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-F3-pp.wav,test,4
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-G3-mf-2c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-E5-pp-2c.wav,validation,2
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-A#3-mf-1c.wav,test,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-D3-ff-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A#4-mf-2c.wav,validation,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-B6-mf-1c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-B2-mf-1c.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-D5-mf-2c.wav,validation,2
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-E5-mf.wav,test,1
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C4-ff.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-E5-mf-4c.wav,test,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-A4-mf-1c.wav,test,2
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-A#1-mf.wav,training,4
Trumpets,Trumpet-C,flatterzunge-to-ordinario,flatterzunge,TpC-flatt_ord-C4-f.wav,training,4
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-D#4-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-G5-pp-1c.wav,training,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-A3-mf-1c.wav,validation,2
Trumpets,Trumpet-C-cup,flatterzunge,flatterzunge,TpC+C-flatt-G4-mf.wav,test,4
Trumpets,Trumpet-C-straight,flatterzunge,flatterzunge,TpC+S-flatt-A4-mf.wav,test,4
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-A3-mf.wav,validation,4
Strings,Viola,tremolo,tremolo,Va-trem-D5-ff-2c.wav,validation,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C6-mf.wav,training,3
Trumpets,Trumpet-C-cup,flatterzunge,flatterzunge,TpC+C-flatt-C#4-mf.wav,test,4
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-G#5-mf-1c.wav,training,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-A#4-mf.wav,training,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-G7-mf-1c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-C5-ff-3c.wav,validation,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-A#4-mf-2c.wav,training,2
Saxophones,Alto-Sax,ordinario-to-flatterzunge,flatterzunge,ASax-ord_flatt-G5-mf.wav,training,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C#3-mf-2c.wav,training,2
Trumpets,Trumpet-C,trill-major-second-up,trill,TpC-trill-maj2-D4-mf.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-G#3-ff-3c.wav,validation,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F#5-ff-1c.wav,training,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A3-mf.wav,validation,4
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-D#3-mf.wav,training,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-C4-mf.wav,training,4
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-G#3-mf.wav,training,4
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-F#4-mf.wav,test,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-F5-mf.wav,test,0
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-G#2-mf-4c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-C5-pp-1c.wav,training,2
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-F5-mf.wav,training,1
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-D5-mf-2c.wav,training,1
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-E7-mf-1c.wav,validation,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-E3-mf.wav,training,0
Strings,Viola,tremolo,tremolo,Va-trem-D6-mf-1c.wav,test,2
Strings,Viola,tremolo,tremolo,Va-trem-B5-pp-1c.wav,training,2
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-G5-mf.wav,training,4
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-G3-mf-4c.wav,test,1
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-E5-mf-2c.wav,validation,2
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-A3-mf.wav,training,4
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-C#6-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-G4-pp-3c.wav,training,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-A3-mf-3c.wav,test,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D4-mf-2c.wav,test,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C#4-mf.wav,training,4
Trombones,Tenor-Trombone-wah,flatterzunge-open,flatterzunge,TTbn+W-flatt-open-B3-mf.wav,test,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-G#5-mf-1c.wav,training,2
